condition,scenario,layout,assignment_prior,step,trigger,confidence,projection_reason,data_class,most_likely,human_actual_task,hypothesis_matches_actual,human_actual_action,robot_holding,robot_current_task,candidate,is_current_task,cost,feasible,winner,is_winner,robot_phases,human_phases,logged_min_dist,T_r,T_h,human_longest_leg,degenerate,window_steps,min_d,argmin_t,robot_action_at_min,human_action_at_min,min_at_window_end,tail_T_r_minus_T_h,tail_steps_unchecked,tail_share_of_cost
s00_on,scenario_00,env_layout0,True,7,task_committed,0.507,none(below_theta),counterfactual,item_3,item_3,True,move_to,item_7,item_7,item_4,False,1537,True,item_7,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,47.170505444381675,1536.9202268686622,1377.952026506654,715.9,False,1378.0,47.169723863611175,380.0,approach_shelf,approach_shelf,False,158.96820036200825,158.96820036200825,0.10343295480331582
s00_on,scenario_00,env_layout0,True,7,task_committed,0.507,none(below_theta),counterfactual,item_3,item_3,True,move_to,item_7,item_7,item_6,False,817,True,item_7,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,256.49602472848255,816.8831278146043,1377.952026506654,715.9,False,817.0,256.4950570630706,405.0,carry_to_table,approach_shelf,False,-561.0688986920496,0.0,0.0
s00_on,scenario_00,env_layout0,True,33,no_current_task,0.672,none(below_theta),counterfactual,item_3,item_3,True,move_to,,,item_4,False,1432,True,item_6,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,352.11518173255934,1431.6666095448954,857.952026506654,715.9,False,858.0,352.11538911030306,422.0,approach_shelf,carry_to_table,False,573.7145830382415,573.7145830382415,0.4007319715451186
s00_on,scenario_00,env_layout0,True,33,no_current_task,0.672,none(below_theta),counterfactual,item_3,item_3,True,move_to,,,item_6,False,1185,True,item_6,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,130.42178967458526,1185.4866827313263,857.952026506654,715.9,False,858.0,130.4210534764958,419.0,approach_shelf,carry_to_table,False,327.5346562246723,327.5346562246723,0.27628708191815543
s00_on,scenario_00,env_layout0,True,41,theta_crossed,0.797,built,primary,item_3,item_3,True,pick_up,,item_6,item_6,True,1025,True,item_6,True,approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,136.38664117585458,1025.4866827313263,699.1841796441324,698.2,False,700.0,136.38664117585458,259.0,approach_shelf,carry_to_table,False,326.3025030871938,326.3025030871938,0.31819282354608974
s00_on,scenario_00,env_layout0,True,41,theta_crossed,0.797,built,primary,item_3,item_3,True,pick_up,,item_6,item_4,False,1387,True,item_6,False,approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,226.3141540583827,1386.9939223746323,699.1841796441324,698.2,False,700.0,226.3141540583827,282.0,approach_shelf,carry_to_table,False,687.8097427304999,687.8097427304999,0.49589960823542806
s00_on,scenario_00,env_layout0,True,63,task_committed,0.797,built,primary,item_3,item_3,True,move_to,item_6,item_6,item_6,True,582,True,item_6,True,carry_to_table|placement,carry_to_table|placement,301.48993209415767,581.67411173829,279.18417964413237,278.2,False,280.0,301.67411173829004,279.0,carry_to_table,placement,True,302.4899320941576,302.4899320941576,0.5200333416768177
s00_on,scenario_00,env_layout0,True,63,task_committed,0.797,built,primary,item_3,item_3,True,move_to,item_6,item_6,item_4,False,1468,True,item_6,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,326.6510210390338,1468.3089958835808,279.18417964413237,278.2,False,280.0,326.6510210390338,0.0,return_held_item,carry_to_table,False,1189.1248162394484,1189.1248162394484,0.8098600632245473
s00_on,scenario_00,env_layout0,True,81,theta_crossed,0.856,built,primary,item_2,item_2,True,move_to,item_6,item_6,item_6,True,222,True,item_6,True,carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,154.79429320225273,221.67411173829004,1178.8910886423437,602.1,False,222.0,154.79429320225273,89.0,carry_to_table,approach_shelf,False,-957.2169769040536,0.0,0.0
s00_on,scenario_00,env_layout0,True,81,theta_crossed,0.856,built,primary,item_2,item_2,True,move_to,item_6,item_6,item_4,False,1828,True,item_6,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,203.16099583581826,1828.307687801504,1178.8910886423437,602.1,False,1179.0,203.16099583581826,0.0,return_held_item,approach_shelf,False,649.4165991591603,649.4165991591603,0.3552009344445016
s00_on,scenario_00,env_layout0,True,95,no_current_task,0.856,built,primary,item_2,item_2,True,move_to,,,item_4,False,1426,True,item_4,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,139.74822425114243,1425.7694629073076,898.8910886423436,602.1,False,899.0,139.7471048856409,446.0,approach_shelf,carry_to_table,False,526.878374264964,526.878374264964,0.36953966820877093
s00_on,scenario_00,env_layout0,True,131,task_committed,0.97,built,primary,item_2,item_2,True,move_to,item_4,item_4,item_4,True,689,True,item_4,True,carry_to_table|placement,carry_to_table|placement,479.7487794216825,689.0230389143684,208.2742594926859,207.3,False,209.0,480.02303891436844,208.0,carry_to_table,placement,True,480.74877942168246,480.74877942168246,0.6977252606518862
s10_off,scenario_10,env_layout1,False,0,no_current_task,0.154,none(below_theta),counterfactual,item_1,item_2,False,move_to,,,item_5,False,1996,True,item_7,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,303.36872260624136,1995.7883010015933,1691.419578395352,1133.6,False,1692.0,303.7883010015932,1691.0,carry_to_table,placement,True,304.36872260624136,304.36872260624136,0.1525055149654364
s10_off,scenario_10,env_layout1,False,0,no_current_task,0.154,none(below_theta),counterfactual,item_1,item_2,False,move_to,,,item_1,False,2457,True,item_7,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,126.78067842590194,2456.562886237754,1691.419578395352,1133.6,False,1692.0,126.78071623801954,939.0,approach_shelf,carry_to_table,False,765.143307842402,765.143307842402,0.31146904975602935
s10_off,scenario_10,env_layout1,False,0,no_current_task,0.154,none(below_theta),counterfactual,item_1,item_2,False,move_to,,,item_7,False,1646,True,item_7,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,44.6181103312556,1645.8014680640963,1691.419578395352,1133.6,False,1646.0,45.41957839535186,1645.0,placement,carry_to_table,True,-45.61811033125559,0.0,0.0
s10_off,scenario_10,env_layout1,False,34,task_committed,0.662,none(below_theta),counterfactual,item_2,item_2,True,move_to,item_7,item_7,item_7,True,971,True,item_7,True,carry_to_table|placement,carry_to_table|placement,173.04295800810814,970.7816418846957,796.7386838765875,795.7,False,797.0,173.78164188469563,796.0,carry_to_table,placement,True,174.04295800810814,174.04295800810814,0.17928126212833767
s10_off,scenario_10,env_layout1,False,34,task_committed,0.662,none(below_theta),counterfactual,item_2,item_2,True,move_to,item_7,item_7,item_5,False,2029,True,item_7,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,1209.6824239370283,2028.7963031289821,796.7386838765875,795.7,False,797.0,1209.7341503680775,795.0,approach_shelf,carry_to_table,False,1232.0576192523945,1232.0576192523945,0.6072850277537526
s10_off,scenario_10,env_layout1,False,34,task_committed,0.662,none(below_theta),counterfactual,item_2,item_2,True,move_to,item_7,item_7,item_1,False,2404,True,item_7,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,751.057524484079,2404.2257267737587,796.7386838765875,795.7,False,797.0,751.0573203051002,545.0,approach_shelf,carry_to_table,False,1607.4870428971712,1607.4870428971712,0.66860903491548
s10_off,scenario_10,env_layout1,False,85,no_current_task,0.65,none(below_theta),counterfactual,item_0,coffee_break,False,move_to,,,item_5,False,2414,True,item_1,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,173.12101083479774,2414.488080818035,1378.3065558581065,750.0,False,1379.0,173.12101083479774,0.0,approach_shelf,approach_shelf,False,1036.1815249599285,1036.1815249599285,0.42915164220188134
s10_off,scenario_10,env_layout1,False,85,no_current_task,0.65,none(below_theta),counterfactual,item_0,coffee_break,False,move_to,,,item_1,False,2260,True,item_1,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,169.29814902041372,2260.4476101125483,1378.3065558581065,750.0,False,1379.0,169.29814902041372,38.0,approach_shelf,approach_shelf,False,882.1410542544418,882.1410542544418,0.3902506080247176
s10_off,scenario_10,env_layout1,False,142,task_committed,0.393,none(below_theta),counterfactual,item_0,coffee_break,False,wait_at,item_1,item_1,item_1,True,1110,True,item_1,True,carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,168.09553567027598,1109.7172865542761,1419.0651346880154,750.0,False,1110.0,168.09553567027598,0.0,carry_to_table,approach_shelf,False,-309.34784813373926,0.0,0.0
s10_off,scenario_10,env_layout1,False,142,task_committed,0.393,none(below_theta),counterfactual,item_0,coffee_break,False,wait_at,item_1,item_1,item_5,False,3198,True,item_1,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,168.09553567027598,3198.0111904023406,1419.0651346880154,750.0,False,1420.0,168.09553567027598,0.0,return_held_item,approach_shelf,False,1778.9460557143252,1778.9460557143252,0.5562663636241112
s10_off,scenario_10,env_layout1,False,200,no_current_task,0.485,none(below_theta),counterfactual,item_6,item_4,False,move_to,,,item_5,False,2448,True,item_5,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,661.3003140939771,2448.30303673316,1277.9718466281804,901.4,False,1278.0,661.3003140939771,1.0,approach_shelf,approach_shelf,False,1170.3311901049794,1170.3311901049794,0.47801729301720164
s10_off,scenario_10,env_layout1,False,257,theta_crossed,0.769,built,primary,item_4,item_4,True,pick_up,,item_5,item_5,True,1308,True,item_5,True,approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,24.185882638402347,1308.3030367331598,1333.4889193715621,1332.5,False,1309.0,24.48891937156225,1308.0,placement,carry_to_table,True,-25.18588263840229,0.0,0.0
s10_off,scenario_10,env_layout1,False,262,task_committed,0.769,built,primary,item_4,item_4,True,move_to,item_5,item_5,item_5,True,1190,True,item_5,True,carry_to_table|placement,carry_to_table|placement,62.625936763098295,1189.8629826084639,1253.4889193715621,1252.5,False,1190.0,63.48891937156209,1189.0,placement,carry_to_table,True,-63.62593676309825,0.0,0.0
s10_on,scenario_10,env_layout1,True,0,no_current_task,0.249,none(below_theta),counterfactual,item_6,item_2,False,move_to,,,item_5,False,1996,True,item_7,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,788.6015794660404,1995.7883010015933,1083.0027695032588,901.4,False,1084.0,788.6015794660404,0.0,approach_shelf,approach_shelf,False,912.7855314983344,912.7855314983344,0.45735588841774943
s10_on,scenario_10,env_layout1,True,0,no_current_task,0.249,none(below_theta),counterfactual,item_6,item_2,False,move_to,,,item_1,False,2457,True,item_7,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,55.340276840306146,2456.562886237754,1083.0027695032588,901.4,False,1084.0,55.344254713981364,596.0,approach_shelf,carry_to_table,False,1373.560116734495,1373.560116734495,0.5591390004422454
s10_on,scenario_10,env_layout1,True,0,no_current_task,0.249,none(below_theta),counterfactual,item_6,item_2,False,move_to,,,item_7,False,1646,True,item_7,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,561.7986985608375,1645.8014680640963,1083.0027695032588,901.4,False,1084.0,561.8014680640963,1083.0,carry_to_table,placement,True,562.7986985608375,562.7986985608375,0.34196026038477145
s10_on,scenario_10,env_layout1,True,34,task_committed,0.662,none(below_theta),counterfactual,item_2,item_2,True,move_to,item_7,item_7,item_7,True,971,True,item_7,True,carry_to_table|placement,carry_to_table|placement,173.04295800810814,970.7816418846957,796.7386838765875,795.7,False,797.0,173.78164188469563,796.0,carry_to_table,placement,True,174.04295800810814,174.04295800810814,0.17928126212833767
s10_on,scenario_10,env_layout1,True,34,task_committed,0.662,none(below_theta),counterfactual,item_2,item_2,True,move_to,item_7,item_7,item_5,False,2029,True,item_7,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,1209.6824239370283,2028.7963031289821,796.7386838765875,795.7,False,797.0,1209.7341503680775,795.0,approach_shelf,carry_to_table,False,1232.0576192523945,1232.0576192523945,0.6072850277537526
s10_on,scenario_10,env_layout1,True,34,task_committed,0.662,none(below_theta),counterfactual,item_2,item_2,True,move_to,item_7,item_7,item_1,False,2404,True,item_7,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,751.057524484079,2404.2257267737587,796.7386838765875,795.7,False,797.0,751.0573203051002,545.0,approach_shelf,carry_to_table,False,1607.4870428971712,1607.4870428971712,0.66860903491548
s10_on,scenario_10,env_layout1,True,85,no_current_task,0.73,none(below_theta),counterfactual,item_6,coffee_break,False,move_to,,,item_5,False,2414,True,item_1,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,173.12101083479774,2414.488080818035,1658.624813384125,901.4,False,1659.0,173.12101083479774,0.0,approach_shelf,approach_shelf,False,755.8632674339101,755.8632674339101,0.31305321961987964
s10_on,scenario_10,env_layout1,True,85,no_current_task,0.73,none(below_theta),counterfactual,item_6,coffee_break,False,move_to,,,item_1,False,2260,True,item_1,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,147.1408343980724,2260.4476101125483,1658.624813384125,901.4,False,1659.0,147.1408343980724,175.0,approach_shelf,approach_shelf,False,601.8227967284233,601.8227967284233,0.2662405419333998
s10_on,scenario_10,env_layout1,True,107,theta_crossed,0.853,built,primary,item_6,coffee_break,False,move_to,,item_1,item_1,True,1820,True,item_1,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,89.56463011846243,1820.4476101125485,1379.6174510300175,901.4,False,1380.0,89.56463011846243,159.0,approach_shelf,approach_shelf,False,440.83015908253105,440.83015908253105,0.24215481765788188
s10_on,scenario_10,env_layout1,True,107,theta_crossed,0.853,built,primary,item_6,coffee_break,False,move_to,,item_1,item_5,False,2655,True,item_1,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,189.0790763193882,2654.589160499161,1379.6174510300175,901.4,False,1380.0,189.0790763193882,0.0,approach_shelf,approach_shelf,False,1274.9717094691437,1274.9717094691437,0.48028965402292295
s10_on,scenario_10,env_layout1,True,142,task_committed,0.853,built,primary,item_6,coffee_break,False,wait_at,item_1,item_1,item_1,True,1110,True,item_1,True,carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,6.96149707821795,1109.7172865542761,1403.8293270896577,901.4,False,1110.0,6.96149707821795,146.0,carry_to_table,approach_shelf,False,-294.11204053538154,0.0,0.0
s10_on,scenario_10,env_layout1,True,142,task_committed,0.853,built,primary,item_6,coffee_break,False,wait_at,item_1,item_1,item_5,False,3198,True,item_1,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,4.008827181332198,3198.0111904023406,1403.8293270896577,901.4,False,1404.0,4.01306041282565,317.0,approach_shelf,approach_shelf,False,1794.181863312683,1794.181863312683,0.5610305144326144
s10_on,scenario_10,env_layout1,True,200,no_current_task,0.882,built,primary,item_6,item_4,False,move_to,,,item_5,False,2448,True,item_5,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,661.3003140939772,2448.30303673316,1277.9718466281804,901.4,False,1278.0,661.3003140939772,1.0,approach_shelf,approach_shelf,False,1170.3311901049794,1170.3311901049794,0.47801729301720164
s10_on,scenario_10,env_layout1,True,257,theta_crossed,0.769,built,primary,item_4,item_4,True,pick_up,,item_5,item_5,True,1308,True,item_5,True,approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,24.185882638402347,1308.3030367331598,1333.4889193715621,1332.5,False,1309.0,24.48891937156225,1308.0,placement,carry_to_table,True,-25.18588263840229,0.0,0.0
s10_on,scenario_10,env_layout1,True,262,task_committed,0.769,built,primary,item_4,item_4,True,move_to,item_5,item_5,item_5,True,1190,True,item_5,True,carry_to_table|placement,carry_to_table|placement,62.625936763098295,1189.8629826084639,1253.4889193715621,1252.5,False,1190.0,63.48891937156209,1189.0,placement,carry_to_table,True,-63.62593676309825,0.0,0.0
s20_off,scenario_20,env_layout2,False,0,no_current_task,0.167,none(below_theta),counterfactual,item_4,item_3,False,move_to,,,item_4,False,1032,True,item_4,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,19.982449306815116,1032.3087849844878,1087.8737331705674,583.1,False,1033.0,19.996857440851556,475.0,carry_to_table,approach_shelf,False,-55.56494818607962,0.0,0.0
s20_off,scenario_20,env_layout2,False,0,no_current_task,0.167,none(below_theta),counterfactual,item_4,item_3,False,move_to,,,item_6,False,1372,True,item_4,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,224.86313402205954,1372.0609733428364,1087.8737331705674,583.1,False,1088.0,224.96444163467257,503.0,approach_shelf,pick_up,False,284.18724017226896,284.18724017226896,0.20712435211963368
s20_off,scenario_20,env_layout2,False,0,no_current_task,0.167,none(below_theta),counterfactual,item_4,item_3,False,move_to,,,item_7,False,2028,True,item_4,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,148.78213327966213,2027.729227548929,1087.8737331705674,583.1,False,1088.0,148.78213327966213,396.0,approach_shelf,approach_shelf,False,939.8554943783615,939.8554943783615,0.46350147820990706
s20_off,scenario_20,env_layout2,False,22,theta_crossed,0.797,built,primary,item_3,item_3,True,pick_up,,item_4,item_4,True,612,True,item_4,True,approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,15.454345849279438,612.3087849844879,595.8544391352085,594.9,False,596.0,16.308784984487925,595.0,carry_to_table,placement,True,16.454345849279434,16.454345849279434,0.026872627427183302
s20_off,scenario_20,env_layout2,False,22,theta_crossed,0.797,built,primary,item_3,item_3,True,pick_up,,item_4,item_6,False,1078,True,item_4,False,approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,185.4311904038384,1078.3316071619279,595.8544391352085,594.9,False,596.0,185.4311904038384,2.0,approach_shelf,carry_to_table,False,482.47716802671937,482.47716802671937,0.4474293110043913
s20_off,scenario_20,env_layout2,False,22,theta_crossed,0.797,built,primary,item_3,item_3,True,pick_up,,item_4,item_7,False,1687,True,item_4,False,approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,93.6569975622211,1686.6837118996377,595.8544391352085,594.9,False,596.0,93.6569975622211,109.0,approach_shelf,carry_to_table,False,1090.8292727644293,1090.8292727644293,0.6467301872120863
s20_off,scenario_20,env_layout2,False,24,task_committed,0.797,built,primary,item_3,item_3,True,move_to,item_4,item_4,item_4,True,570,True,item_4,True,carry_to_table|placement,carry_to_table|placement,4.906133984370856,569.9483051508375,575.8544391352084,574.9,False,570.0,5.8544391352084215,569.0,placement,carry_to_table,True,-5.906133984370854,0.0,0.0
s20_off,scenario_20,env_layout2,False,24,task_committed,0.797,built,primary,item_3,item_3,True,move_to,item_4,item_4,item_6,False,1100,True,item_4,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,159.80309323027348,1100.2745688427942,575.8544391352084,574.9,False,576.0,159.87039810455698,28.0,return_placement,carry_to_table,False,524.4201297075858,524.4201297075858,0.47662660262986983
s20_off,scenario_20,env_layout2,False,24,task_committed,0.797,built,primary,item_3,item_3,True,move_to,item_4,item_4,item_7,False,1695,True,item_4,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,125.62718019389283,1695.425794768848,575.8544391352084,574.9,False,576.0,125.62754850970141,96.0,approach_shelf,carry_to_table,False,1119.5713556336395,1119.5713556336395,0.660348190459306
